,Name,link,Description,Auther,Category,Dar Al Nashr
2932,كتاب شمائل الرسول لابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b4%d9%85%d8%a7%d8%a6%d9%84-%d8%a7%d9%84%d8%b1%d8%b3%d9%88%d9%84-%d9%84%d8%a7%d8%a8%d9%86-%d9%83%d8%ab%d9%8a%d8%b1-pdf/?view=read, من كتب التفسير الكاتب الحافظ ابن كثير الدمشقي ابن كثير كتاب شما ل الرسول ترك ابن كثير عدد ا كبير ا من الكتب تناول فيها جميع ساليب العمل والتعليم ال سلامي والتربية ال سلامية وصف العلما المعاصرون كتبه ب نها تبسيط لمفاهيم ال سلام ومراعاة احتياجات الناس وكتاب في شما ل الرسول من الكتب الشمهورة عنه,الكاتب ابن كثير,['السيرة النبوية'],ابن الحسين
2827,كتاب الفصول في اختصار سيرة الرسول للحافظ ابن كثير,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%81%d8%b5%d9%88%d9%84-%d9%81%d9%8a-%d8%a7%d8%ae%d8%aa%d8%b5%d8%a7%d8%b1-%d8%b3%d9%8a%d8%b1%d8%a9-%d8%a7%d9%84%d8%b1%d8%b3%d9%88%d9%84-pdf-%d9%84%d9%84%d8%ad/?view=read, من كتب التفسير الكاتب الحافظ ابن كثير كتاب الفصول في اختصار سيرة الرسول ترك ابن كثير عددا كبيرا من الكتب تناول فيها جميع ساليب العمل والتعليم ال سلامي والتربية ال سلامية وصف العلما المعاصرون كتبه ب نها تبسيط لمفاهيم ال سلام ومراعاة احتياجات الناس وكتاب الفصول في اختصار سيرة الرسول من الكتب المشهورة عنه,الكاتب ابن كثير,['السيرة النبوية'],دار النوادر
4424,كتاب محمد صلى الله عليه وسلم لمصطفى محمود,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ad%d9%85%d8%af-%d8%b5%d9%84%d9%89-%d8%a7%d9%84%d9%84%d9%87-%d8%b9%d9%84%d9%8a%d9%87-%d9%88%d8%b3%d9%84%d9%85-pdf-%d9%84%d9%85%d8%b5%d8%b7%d9%81%d9%89-%d9%85%d8%ad/?view=read, من كتب مصطفى محمود مصطفى محمود كتاب محمد صلى الله عليه وسلم وفيه يحكي عن نبي الله محمد صلى الله عليه وسلم عن نبي خر الزمان قد قدم كتاب محمد صلى الله عليه وسلم دليلا على من شك في نبوته وقال نه عبقري ليس ل نه لم يكن بسبب ذلك بل كان نبي ا ورسول ا لله يحمل على كتفيه رسالة ال سلام لى كل بقعة من بقاع ال رض فلم يغادر الدنيا لا وقد حل نوره ورفع رايته في كل مكان عن هذه الروح ال سرة في النبي ال مي الذي علمه بشدة ولم يدخل مدرسة و يتعلم من معلم بل هو من علمه شديد القوى نراه في صفحات الكتاب حيا وخالدا حتى نهاية العالم كان ملهم ا من الله ويلهم كل م من فيزداد ال يمان في قلبه بنوره حياته وسيرته ملي ة بال دلة العقلية والمنطقية بعيد ا عن كل ما هو خارق للعادة تقف كالصخر في طريق كل غير م من يرفض قلبه ال يمان ويغمي عينه عن الحقيقة الرا عة محمد صلى الله عليه وسلم رسول الله الذي جا برسالة خر الزمان رحمة وهدى للعالمين لا يوجد شي يمكننا فعله سوى ن نقول عنه و نه لعلى خلق عظيم صدق الله العظيم,الاديب مصطفى محمود,['السيرة النبوية'],دار المعارف
2230,كتاب المدخل لدراسة السنة النبوية للشيخ يوسف القرضاوي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d8%af%d8%ae%d9%84-%d9%84%d8%af%d8%b1%d8%a7%d8%b3%d8%a9-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-%d8%a7%d9%84%d9%86%d8%a8%d9%88%d9%8a%d8%a9-%d9%84%d9%84%d8%b4%d9%8a/?view=read, من كتب يوسف القرضاوي الشيخ يوسف القرضاوي كتاب المدخل لدراسة السنة النبوية والشيخ القرضاوي هو واحد من برز العلما في السنة في العصر الحديث وهو ر يس الاتحاد العالمي لعلما المسلمين تمكن القرضاوي من ت ليف كثر من كتاب من بينهم م لف عن الحلال والحرام في ال سلام وكتبه هي من كثر الكتب التي تمكنت من الت ثير في عصر العالم ال سلامي الحديث وكتاب المدخل لدراسة السنة النبوية من كثر الكتب الشهيرة التي لفها القرضاوي وجميع كتبه تتماشى مع العصر الحالي وهي تبسيط للتعاليم ال سلامية كتاب المدخل لدراسة السنة النبوية للشيخ يوسف القرضاوي,الشيخ يوسف القرضاوي,['السيرة النبوية'],غير معرف
4432,كتاب فن الذكر والدعاء,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%81%d9%86-%d8%a7%d9%84%d8%b0%d9%83%d8%b1-%d9%88%d8%a7%d9%84%d8%af%d8%b9%d8%a7%d8%a1-pdf/?view=read, ي عد كتاب فن الذكر والدعا للشيخ محمد الغزالي من حد فضل عمال الشيخ ال مام الغزالي والتي من خلالها نعرف فعال و قوال النبي محمد صل الله عليه وسلم ولم يحتوي كتاب فن الذكر والدعا على الدعوات والذكر فقط بل يحتوي على مفاهيم يقشعر البدن عند قرا تها فهو كتاب يحتاجه كل فرد منا كدليل يرشده في حياته لى طريق الجنة حيث ي خذنا الكتاب في رحلة لنرى سيد الخلق محمد عليه الصلاة والسلام و فضل الخلق و عبدهم على ال طلاق كيف يكون مع ربه في يومه في كل حواله و حركاته وسكناته و في الحرب والسلم في الجد والهزار فهو معه بقلبه وروحه يناجيه ويكلمه ويسير كما يريد له ن يكون في هذه الدنيا,الشيخ محمد الغزالي,['السيرة النبوية'],دار الشروق
4518,كتاب الرحيق المختوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b1%d8%ad%d9%8a%d9%82-%d8%a7%d9%84%d9%85%d8%ae%d8%aa%d9%88%d9%85-pdf-2/?view=read, يعتبر كتاب الرحيق المختوم للشيخ صفي الرحمن المباركفوري من الكتب التي تسرد سيرة النبي محمد صلى الله عليه وسلم وتعطي درسا لمن راد ن يسلك مسلكا حسنا في الدنيا لي ثاب عليه في ال خرة فستتعرف على كيفية تعامله صلى الله عليه وسلم في الصبر على البلا وال يذا والثبات على الحق وكلمة الله كما نه صلى الله عليه وسلم كان رحيم ورقيق القلب فلم ولن يكن مثله صلى الله عليه وسلم,الشيخ صفي الرحمن المباركفوري,['السيرة النبوية'],وزارة الأوقاف والشؤون الإسلامية بقطر
4807,كتاب الرحيق المختوم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b1%d8%ad%d9%8a%d9%82-%d8%a7%d9%84%d9%85%d8%ae%d8%aa%d9%88%d9%85-pdf/?view=read, يعتبر كتاب الرحيق المختوم للشيخ صفي الرحمن المباركفوري من الكتب التي تسرد سيرة النبي محمد صلى الله عليه وسلم وتعطي درسا لمن راد ن يسلك مسلكا حسنا في الدنيا لي ثاب عليه في ال خرة فستتعرف على كيفية تعامله صلى الله عليه وسلم في الصبر على البلا وال يذا والثبات على الحق وكلمة الله كما نه صلى الله عليه وسلم كان رحيم ورقيق القلب فلم ولن يكن مثله صلى الله عليه وسلم,الشيخ صفي الرحمن المباركفوري,['السيرة النبوية'],وزارة الأوقاف والشؤون الإسلامية بقطر
4448,كتاب علم النفس القراني,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b9%d9%84%d9%85-%d8%a7%d9%84%d9%86%d9%81%d8%b3-%d8%a7%d9%84%d9%82%d8%b1%d8%a7%d9%86%d9%8a-pdf/?view=read, كتاب علم النفس القراني للدكتور وال ديب مصطفى محمود مصطفى محمود هذا الكتاب هو حد الكتب التي ترشدنا لى صيدلية ال مراض التي قد تصيب النفوس وتشفي كل مراض العقول والقلوب وتلك الصيدلية موجودة في القر ن الكريم فال يمان بوجود الله يعني وجود العدل والرحمة حاضرة والمغفرة حاضرة معناه راحة القلوب والنفوس ويزول القلق و ن يسود الشعور بالطم نينة والسكينة وراحة البال والتفا ل والنشاط والعمل وذلك من ثمرة لا له لا الله محمد رسول الله في روح الم من يشعر بها وي من بها ويعيشها والطم نينة هي الصفة التي تدل على ن ال نسان يعرف كيف يفرض ويحكم ويسوس مملكته الداخلية وبالتالي لن يعاني من الكرب و الخوف و الوسواس وهو قادر على التحكم في رغباته وغرا زه من خلال بحثه القيم استطاع الدكتور مصطفى محمود ن يكشف لنا سيكولوجية شاملة وكاملة موجودة في القر ن الكريم وهو ما يتناقض مع علم النفس الذي طوره اليهود مثال فرويد و دلر على ساس الخرافات والانحرافات والتشوهات والمجمعات والرغبات كل ذلك في كتاب علم النفس القراني,الاديب مصطفى محمود,['العلوم الإنسانية'],أخبار اليوم
4219,كتاب الروح والجسد,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b1%d9%88%d8%ad-%d9%88%d8%a7%d9%84%d8%ac%d8%b3%d8%af-pdf-2/?view=read, كما اعتدنا على كتابات الدكتور مصطفى محمود مصطفى محمود نها تكون شيقة ومثيرة للاهتمام وتجذب القار نحن اليوم على موعد مع كتاب من كتابات الدكتور مصطفى محمود وهو كتاب الروح والجسد وفيه النفس والجسد وجهان متعارضان يتقاتلان وبينهما يعيش ال نسان في كبد تطير به الروح لى معاني عالية وترتبط بالجسد الفاني ب صفاد ضيقة من الشهوات والشوق هذا الصراع الذي تكلم به رجال الدين والفلاسفة والمفكرون والصوفيون وحسموه لصالح ال نبيا والذين خط وا عن نهجهم ولكن ماذا نعرف عن هذا الصراع وداخله قد يكون كثير وقد يكون قليل ولكن عندما نقر ما كتبه الدكتور مصطفى محمود عنهم يجب ن نرى شيا جديدة ونتابع القصة من زوايا مختلفة لذلك دكتور مصطفى محمود ماهر في ربط الواقع بتفاصيله ال رضية والعبادة في مجالات ال يمان والفلسفة وهو ما يقدمه للقار دون نشاز و بتر لل فكار بل يقدمه في تدفق مستمر للكلمات فنجده يتحدث في كتاب الجسد والروح عن الصمت والروح والجسد والما والحب والصدق وال كاذيب والجنة والجحيم وال صنام و كثر من ذلك بكثير يدخلنا في عالم مصطفى محمود الفريد يقدم لنا جرعة مكثفة من الروحانية تدعمها حقا ق الواقع والعلم,الاديب مصطفى محمود,['العلوم الإنسانية'],دار المعارف
4918,كتاب محمد صلى الله عليه وسلم,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ad%d9%85%d8%af-%d8%b5%d9%84%d9%89-%d8%a7%d9%84%d9%84%d9%87-%d8%b9%d9%84%d9%8a%d9%87-%d9%88%d8%b3%d9%84%d9%85-pdf/?view=read, من الكتب الاسلامية كتاب محمد صلى الله عليه وسلم للكاتب مصطفي محمود ويتحدث الكاتب هنا عن حياة وسيرة النبي صلي الله عليه وسلم وسيرة صحابته رضوان الله عليهم وعن افضل ما قيل عنهم من النبي صلي الله عليه وسلم وعن افضل الاحداث بينهم وتحدث ايضا عن كيفية صنع الرجال,الاديب مصطفى محمود,"['الفلسفة والمنطق', 'اسلامية']",دار المعارف
4569,كتاب قصة الفلسفة اليونانية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%82%d8%b5%d8%a9-%d8%a7%d9%84%d9%81%d9%84%d8%b3%d9%81%d8%a9-%d8%a7%d9%84%d9%8a%d9%88%d9%86%d8%a7%d9%86%d9%8a%d8%a9-pdf/?view=read, كتاب قصة الفلسفة اليونانية للكاتب زكي نجيب محمود يتميز زكي نجيب بفلسفتة البالغة في الدقة وهو ابرز مفكرين العصر الحديث وقد وصفة عباس محمود العقاد بانه فليسوف الادبا و ديب الفلاسفة فهو اديب يجعل من دبة فلسفة ففي كتابنا اليوم كتاب قصة الفلسفة اليونانية ركزت المشاريع الفكرية للدكتور زكي نجيب محمود على تبسيط الفلسفة حتى يسهل على غير الخبرا فهمها ومناقشتها لقد راد النزول من البرج الذي بني فيه وسجن حتى يتمكن من الاتصال بالناس ور ية مشاكلهم والتوصل لى حلول وفي هذا الصدد كان تعاونه مع ال دبي والمفكر حمد مين ليتمكن الناس من تعلم قصة الفلسفة من رض اليونان حيث ثارها ال ولى في هذا الكتاب حركنا الم لفان بحرية و ببساطة بين عماق الفلسفة من العملات المشفرة حيث يمتد تعريفها و هميتها لى المفكرين اليونانيين ال وا ل وفروع الفلسفة المختلفة والقار لكل ما يتعلق بالفلسفة ال سلامية والفلسفات التي بنتها العصور الوسطى وت ثرت بالفلسفة الفلسفية الحديثة كتاب قصة الفلسفة اليونانية للكاتب زكي نجيب محمود,زكي نجيب محمود,"['الفلسفة والمنطق', 'الأدب العربي']",دار الكتب المصرية
4512,كتاب المؤامرة الكبرى للكاتب مصطفى محمود,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d8%a4%d8%a7%d9%85%d8%b1%d8%a9-%d8%a7%d9%84%d9%83%d8%a8%d8%b1%d9%89-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d9%85%d8%b5%d8%b7%d9%81%d9%89-%d9%85%d8%ad%d9%85/?view=read, من كتب الدكتور مصطفى محمود كتاب الم امرة الكبرى يحدثنا دكتور مصطفى محمود عن الذين كذبوا على العالم كله وقالوا ن لمانيا النازية حرقت ستة ملايين يهودي بينما الذين ق تلوا هم بضعة لوف فقط وهم نفس الذين يقتلون ويذبحون مسلمي البوسنة وال ن هم الذين يكذبون علينا اليوم ويروجون لكذبة جديدة وهي ن عدو العالم ال ول بعد سقوك الشيوعية هو ال سلام ال سلام الم هاجم في كل مكان والمطارد والذي لا يجد هله ولا قوت ومه و حتى شربة الما ونفس تلك ال يادي الكاذبة هي التي ر يناها تست جر العصابات ال رهابية لتخريب ونسف وقتل في الكثير من ال ماكن تحت غطا سلامي وتحتضن عدد من القيادات المنبوذة التي ت عرف ب نها تابعة لل سلام بال سم فقط لتستعير بها كغطا لتلك الهجمات التي تخطط لها لل سلام والمسلمين حول العالم وهي تلك ال يادي التي استطاعت خداع صدام حسين واستخدامه في حرب على العراق و يران البلدتان المسلمتان و ستنزاف قواهما ثم تستخدمه مرة خرى ل قامة حرب بين العراق والكويت للقضا على ما تبقى من العراق واستنزاف قواها ونهب ال موال العربية والنفك تحت الاحتلال والوصاية الم امرةالكبرى لازالت مستمرة وللكشف عن تلك ال يادي هو موضوع كتاب الم امرة الكبرى كتاب الم امرة الكبرى لل ديب والطبيب دكتور مصطفى محمود,الاديب مصطفى محمود,"['الفلسفة والمنطق', 'السياسة', 'متنوعة']",أخبار اليوم
4313,رواية من قتل الطفل,https://www.arab-books.com/books/%d8%b1%d9%88%d8%a7%d9%8a%d8%a9-%d9%85%d9%86-%d9%82%d8%aa%d9%84-%d8%a7%d9%84%d8%b7%d9%81%d9%84-pdf/?view=read, رواية من قتل الطفل للكاتب عبدالغفار مكاوي استطاع د عبد الغفار مكاوي الجمع بين الفلسفة والفن وكان فنه الروا ي يتمتع بالحكمة والمشاعر العميقة وهذا واضح في السمات العامة للشخصيات في قصصه بين الفكر وال دب يظهر لنا المفكر الكبير عبد الغفار مكاوي بينما يعمل الم لف على تقديم الفلسفة الغربية وتفكيك نصوصها ونقد صولها نرى دبا دراميا في هذا الكتاب في مسرحية درامية ويستمد السماويون مادتهم من نصوص التراث القديم بين الشرق والغرب الروماني من رث اليمن استلهمت الكاتبة من روايتها ال ولى بالاعتماد على قصة حكم الفرصة لتعلم ن القاتل الحقيقي للطفل هو والدتها بينما تعود قصة المتوفى لى التراث الروماني وعلى وجه الخصوص قصة ساتيريكون التي كتبها عالم الفلك رواية من قتل الطفل للكاتب عبدالغفار مكاوي,عبدالغفار مكاوي,"['الفلسفة والمنطق', 'المسرحيات العالمية المترجمة', 'روايات عربية', 'مسرحيات عربية']",هنداوي
4324,كتاب لم الفلسفة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%84%d9%85-%d8%a7%d9%84%d9%81%d9%84%d8%b3%d9%81%d8%a9-pdf/?view=read, كتاب لم الفلسفة لعبدالغفار مكاوي استطاع د عبد الغفار مكاوي الجمع بين الفلسفة والفن وكان فنه الروا ي يتمتع بالحكمة والمشاعر العميقة وهذا واضح في السمات العامة للشخصيات في قصصه يقدم لنا عبد الغفار مكاوي حد تلك الكتب التي تترك القار في نهاية رحلة محاطة ب س لة و حاجي لا تحتاج لى جابة بدلا من ذلك يمكن حلها في المزيد من ال س لة والبحث غير المحدود لم يهدف الم لف لى تقديم مقدمة مماثلة للفلسفة وتعريفها وعملها الذي يمل المكتبات بدلا من ذلك راد عداد القار للاقتراب من بواب الفلسفات المختلفة والدخول في حوار مستقل مع صحابها وضع الم لف لوحة ترتيب زمني في نهاية كتابه تحتوي على معالم لتاريخ الفلسفة والتي مثل القاموس الفلسفي تساعد القرا والباحثين على تحديد المعالم الر يسية في تاريخ الفكر الفلسفي كتاب لم الفلسفة للكاتب عبدالغفار مكاوي,عبدالغفار مكاوي,"['الفلسفة والمنطق', 'المسرحيات العالمية المترجمة', 'روايات عربية', 'مسرحيات عربية']",هنداوي
4364,كتاب المنقذ لعبدالغفار مكاوي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d9%86%d9%82%d8%b0-%d9%84%d8%b9%d8%a8%d8%af%d8%a7%d9%84%d8%ba%d9%81%d8%a7%d8%b1-%d9%85%d9%83%d8%a7%d9%88%d9%8a-pdf/?view=read, كتاب المنقذ لعبدالغفار مكاوي استطاع د عبد الغفار مكاوي الجمع بين الفلسفة والفن وكان فنه الروا ي يتمتع بالحكمة والمشاعر العميقة وهذا واضح في السمات العامة للشخصيات في قصصه ينغمس مكاوي في ثارة فلسفة فلاطون لدحض ما كتبه في المدينة المثالية في كتاب الجمهورية والقانون والذي ت ثر بمعهد سبارتان عند الحمل ونعتقد ن الم لف قدم ول مدينة فاضلة حررت وعادت لى كل من الكتب بالتفصيلبعده ل ن فلسفته مجال بحث لا نهاية له نهى رسالته السابعة لى فلاطون م يد ا صديقه ديفا ديفا حد سباب الاغتيال ودور فلاطون في الحادث حيث واجه صعوبات في ال غاثة في عاصمة صقلية ثنا الاحتجاج بمثل الدولة المثالية كتاب المنقذ لعبدالغفار مكاوي,عبدالغفار مكاوي,"['الفلسفة والمنطق', 'المسرحيات العالمية المترجمة', 'مسرحيات عربية']",هنداوي
4350,كتاب تجارب فلسفية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%aa%d8%ac%d8%a7%d8%b1%d8%a8-%d9%81%d9%84%d8%b3%d9%81%d9%8a%d8%a9-pdf/?view=read, كتاب تجارب فلسفية لعبدالغفار مكاوي استطاع د عبد الغفار مكاوي الجمع بين الفلسفة والفن وكان فنه الروا ي يتمتع بالحكمة والمشاعر العميقة وهذا واضح في السمات العامة للشخصيات في قصصه يمر الشخص بحياته للوصول لى ما كان يبحث عنه منذ بداية رحلته العقلية مثل كل مفكر يتشابك بين تجاربه ويغوص في كل تجربة ن يزرع هنا ويقف هنا ويعجب بهم حتى لو شعر نه يجب اتخاذ موقف و ن معظم هذه التجارب ضرورية لاتخاذ موقف في الحياة و حولها يجب دمجها لتشكيل دور في العالم درك الحاجة لى تسجيله وبثه لى العالم من خلال تجاربه ليصبح تاريخ ا لرحلة هذا العقل يقدم لنا عبد الغفار مكاوي هنا تجارب حياة شخصية تتوافق مع الفلسفة وتتوافق معها تجارب فلسفية كبيرة وقرا ة العديد من المدارس والشخصيات الفلسفية التي ثرت بشكل كبير في حياته الشخصية كتاب تجارب فلسفية لعبدالغفار مكاوي,عبدالغفار مكاوي,"['الفلسفة والمنطق', 'المسرحيات العالمية المترجمة', 'مسرحيات عربية']",هنداوي
3373,كتاب دراسات فلسفية الجزء الثاني,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%af%d8%b1%d8%a7%d8%b3%d8%a7%d8%aa-%d9%81%d9%84%d8%b3%d9%81%d9%8a%d8%a9-pdf-%d8%a7%d9%84%d8%ac%d8%b2%d8%a1-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a/?view=read, كتاب دراسات فلسفية للكاتب حسن حنفي يتعارض حسن حنفي في كتابه دراسات فلسفية مع الواقع ال سلامي بشكل عام والواقع المصري بشكل خاص وشهدت الساحة المصرية انعكاسا شرسا بين الحركات ال سلامية والدولة المدنية وتحول ال مر لى صراع بين ال سلاميين والعلمانيين وبد ت الجماعات ال سلامية ومن سار في طريقها يهاجم ال نجازات الثورية باسم التراث ثار الصراع الفكري غضب مفكر قضى حياته يفكر في كيفية التعامل مع التراث ال سلامي دون استبعاده و السيطرة عليه في المستقبل الجديد بد في توحيد الجز ال ول من مشروعه العظيم التراث والترميم من خلال محوره ال ول موقفنا من التراث القديم كما يعتبر الفيلسوف العربي مسار الفكر ال سلامي من جمال الدين ال فغاني لى عصر المعرفة وال يمان م كد ا ن نهايات هذا المسار دت لى سقوط الفكر الحديث والدعوة والتخطيط لاستكمال الفكر الفكري بحيث يتوافق مع مباد ه ال ولى ويتغلب على العقبات السابقة تحميل كتاب دراسات فلسفية,الكاتب حسن حنفي,"['الفلسفة والمنطق', 'روايات عربية']",هنداوي
1686,كتاب الإرادة الحرة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a7%d8%b1%d8%a7%d8%af%d8%a9-%d8%a7%d9%84%d8%ad%d8%b1%d8%a9-pdf/?view=read, توماس بينك ترجمه ياسر حسن وراجع ضيا ورد في كل يوم من حياتنا نتخذ جميع نواع الخيارات الحرة ونتصرف وفق ا لها بعضها غير مهم وبعضها له عواقب قد تغير مجرى حياتنا لكن هل هذه الاختيارات مجانية حق ا م هل قادنا لى التصرف كما نفعل من خلال عوامل خارجة عن رادتنا هل الشعور ب نه كان ب مكاننا اتخاذ قرارات مختلفة وهم و ذا لم تكن اختياراتنا مجانية فهل من المنطقي في هذه الحالة ن يتحمل البشر المس ولية ال خلاقية عن فعالهم يلقي هذا الكتاب الضو على مجموعة من القضايا المحيطة بهذا الس ال الفلسفي ال ساسي من خلال الخوض في مشكلة ال رادة الحرة من خلال فكار الفلاسفة اليونانيين والعصور الوسطى حتى يومنا هذا يقدم مقدمة بداعية وثاقبة لهذا الموضوع المثير ويقدم دفاع ا جديد ا عن حقيقة ال رادة البشرية الحرة وهذا ملخص كتاب الارادة الحرة,توماس بينك,"['الفلسفة والمنطق', 'علم النفس']",مؤسسة هنداوي
3309,كتاب فلسفة النفس والشذوذ,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%81%d9%84%d8%b3%d9%81%d8%a9-%d8%a7%d9%84%d9%86%d9%81%d8%b3-%d9%88%d8%a7%d9%84%d8%b4%d8%b0%d9%88%d8%b0-pdf/?view=read, كتاب فلسفة النفس والشذوذ للكاتب عبدالله حسين يختلف علم النفس عن فروع المعرفة ال خرى مثل العلوم الطبيعية والعلوم البيولوجية ل ن علم النفس يعتمد لى حد كبير على ملاحظة الفرد للمشاعر والعواطف الداخلية ومراقبة ال فكار المستمرة التي تشكل ال فكار وهذا ما يسمى بـ ت مل التفكير والذي يمكن اعتباره استجابة للدعوة القديمة اعرف نفسك والتي بد ها الفيلسوف اليوناني الشهير سقراط لكن هذا ليس سهلا كما يبدو ن الروح البشرية عالم معقد ومتشابك بال ضافة لى كونها شديدة الحساسية للت ثيرات المحيطة ف ن هذه الت ثيرات ت سس تجربتنا مع العالم الخارجي كما ر ى رواد التحليل النفسي لفرويد ل ن الفرد هو الجنين في رحم ال م تبد شخصية الفرد في التشكل يحاول م لف هذا الكتاب الاقتراب من عالم الروح البشرية الغامض والمثير والدمار الذي قد يصيب الروح البشرية والذي قد يقضي على حياة صاحبه تحميل كتاب فلسفة النفس والشذوذ,عبدالله حسين,"['الفلسفة والمنطق', 'علم النفس']",هنداوي
747,كتاب الرسائل الفلسفية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b1%d8%b3%d8%a7%d8%a6%d9%84-%d8%a7%d9%84%d9%81%d9%84%d8%b3%d9%81%d9%8a%d8%a9-pdf/?view=read, الرسا ل الفلسفية فولتير ترجمه عادل زعيتر فكر في ما زاد حاريبتته قوة وشعبية وهكذا كان الحال في وا ل القرن الثامن عشر عندما شددت السلطات الفرنسية الخناق على فولتير و خضعت لكتابه رسا ل فلسفية بظلالها وحرقها هذا الكتاب الذي اعتبر في ذلك الوقت في فرنسا مخالف ا للدين ومثير ا لل لحاد وتقويض ا للنظام الاجتماعي كتبه فولتير ثنا قامته في نجلترا مدفوع ا بملاحظة بون الشاسعة بين ال نجليز و الجاليات الفرنسية على كثر من مستوى وهكذا ف ن هذه الرسا ل التنويرية المحملة بالمقارنات معنية بالنظام الحكومي والبرلماني ي تي والحياة الكنسية والكهنوت وكذلك الجوانب العلمية وال كاديمية والصيغ ذات الصلة تهتم بالفنون وال داب في كل من البلدين وتحدث ر يس فولتير في كثر الرسا ل ثارة لل شادة ب علام ال نجليزي ـ نيوتن وتجارب اللغة ال نجليزية كمجموعة الكويكرز على حساب ندا في الشخصيات الفرنسية ديكارت عالم اللاهوت بليز باسكال وهذا ملخص كتاب الرسا ل الفلسفية,فولتير,['الفلسفة والمنطق'],مؤسسة هنداوي
1718,كتاب اليوتوبية مقدمة قصيرة جدا,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%8a%d9%88%d8%aa%d9%88%d8%a8%d9%8a%d8%a9-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%82%d8%b5%d9%8a%d8%b1%d8%a9-%d8%ac%d8%af%d8%a7-pdf/?view=read, المدينة الفاضلة مقدمة قصيرة جد ا ليمان تاور سارجنت ترجمه ضيا ورد وتنقيح مصطفى محمد ف اد منذ العصور القديمة كان الناس يحلمون بحياة فضل في هذا الكتاب من سلسلة المقدمة القصيرة جد ا يخاطب ليمان تاور سارجنت المدينة الفاضلة ب شكالها المتعددة من ال عمال المبكرة لل دب اليوتوبيا الحديث والنظرية الطوباوية لى اليوتوبيا العملية المعاصرة لما يسمى المجتمعات المقصودة و الكوميونات من خلال دراسة النقاشات العديدة التي تدور حول المدينة الفاضلة بما في ذلك مفهوم اليوتوبيا الاستعمارية وعلاقتها بالنظرية السياسية يستكشف الم لف الطبيعة المتناقضة لليوتوبيا ويسعى لى علاجها وهذا ملخص كتاب اليوتوبية,ليمان تاور سارجنت,['الفلسفة والمنطق'],مؤسسة هنداوي
1667,كتاب برتراند راسل,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a8%d8%b1%d8%aa%d8%b1%d8%a7%d9%86%d8%af-%d8%b1%d8%a7%d8%b3%d9%84-pdf/?view=read, ايه سي جرايلينج ترجمة يمان جمال الدين الفرماوي برتراند راسل هو حد شهر فلاسفة القرن العشرين و كثرهم همية نه من بين الفلاسفة القلا ل الذين صبحت سما هم معروفة للجمهور والذين صبحوا في حياتهم و عمالهم تجسيد ا للتراث الفكري العظيم الذي يمثلونه استندت سمعة راسل بين معاصريه لى مساهماته العديدة والمثيرة للجدل في كثير من ال حيان في المناقشات الاجتماعية وال خلاقية والسياسية والتعليمية في هذا الحساب لحياته وعمله يشارك يه سي غرايلينج مساهمات راسل في الفلسفة والمنطق بال ضافة لى وجهات نظره الواسعة النطاق حول التعليم والسياسة والحرب وال خلاق الجنسية وهذا ملخص كتاب برتراند راسل,إيه سي جرايلينج,['الفلسفة والمنطق'],مؤسسة هنداوي
